id,value
0,NYPD
1,DOHMH
2,DSNY
3,DCWP
4,DOT
5,TLC
6,HPD
7,DEP
8,DPR
9,DOB
10,EDC
11,OOS
12,DOE
13,DHS
14,OTI
15,3-1-1
16,OSE
17,DFTA
18,DOITT
19,DCA
